Order No,0
Order_No_19248,1727.65
Order_No_2699,2616.585
Order_No_21486,1887.55
Order_No_19336,2810.815
Order_No_20374,2318.515
Order_No_9830,1050.555
Order_No_17505,1052.655
Order_No_23802,2472.01
Order_No_12736,1288.345
Order_No_6400,2268.2
Order_No_25920,666.38
Order_No_24873,1522.195
Order_No_4511,1294.76
Order_No_13686,3205.84
Order_No_19317,1565.95
Order_No_2680,1711.4
Order_No_7097,947.045
Order_No_22701,1490.2
Order_No_4881,1902.755
Order_No_6340,1094.39
Order_No_27915,985.71
Order_No_768,1200.945
Order_No_28256,1940.325
Order_No_16940,1978.68
Order_No_4860,1294.995
Order_No_19055,879.44
Order_No_21272,1337.405
Order_No_2131,1734.96
Order_No_26647,645.885
Order_No_15717,1900.3
Order_No_7499,1545.5
Order_No_19277,1403.37
Order_No_21254,3660.885
Order_No_15403,1362.21
Order_No_3402,2697.93
Order_No_20766,580.74
Order_No_14859,1264.37
Order_No_7290,826.41
Order_No_15168,1878.8
Order_No_13427,1875.595
Order_No_20894,2094.475
Order_No_10827,2486.605
Order_No_9447,2125.69
Order_No_15217,2810.425
Order_No_2361,1803.165
Order_No_12210,1604.7
Order_No_15207,2349.155
Order_No_27745,2764.845
Order_No_18450,1857.615
Order_No_21282,727.27
Order_No_2842,1093.13
Order_No_22280,1861.54
Order_No_15535,1504.22
Order_No_382,713.09
Order_No_21070,1944.445
Order_No_2603,2988.135
Order_No_16558,772.595
Order_No_24712,1163.215
Order_No_26578,2539.755
Order_No_21638,695.67
Order_No_22046,1034.08
Order_No_23183,2054.15
Order_No_1786,2861.505
Order_No_17033,1613.11
Order_No_6084,924.245
Order_No_5317,1506.2
Order_No_15332,1315.845
Order_No_1199,1462.49
Order_No_21864,2704.68
Order_No_611,2200.755
Order_No_18430,2180.975
Order_No_8474,1940.355
Order_No_6339,1301.535
Order_No_14947,640.695
Order_No_16077,1994.41
Order_No_21778,369.245
Order_No_19143,1519.475
Order_No_25000,2612.815
Order_No_340,1174.715
Order_No_8955,1679.41
Order_No_6197,1686.77
Order_No_1974,2837.24
Order_No_22457,2034.865
Order_No_24241,2241.14
Order_No_23433,2502.41
Order_No_21373,1134.21
Order_No_15311,1079.81
Order_No_12748,1957.44
Order_No_11668,1758.6
Order_No_9978,1911.67
Order_No_17127,334.905
Order_No_14906,3089.06
Order_No_19354,1491.86
Order_No_15209,486.145
Order_No_12025,1186.595
Order_No_26437,1327.32
Order_No_4137,1255.515
Order_No_12169,1802.5
Order_No_104,1748.085
Order_No_2403,590.73
Order_No_8736,1295.73
