Order No,0
Order_No_19248,4010.2149365580335
Order_No_2699,2793.5828643377026
Order_No_21486,1814.4739202964847
Order_No_19336,3002.2283493271243
Order_No_20374,3691.5935862259576
Order_No_9830,2252.762579514747
Order_No_17505,3819.3550707846443
Order_No_23802,1875.0195584896646
Order_No_12736,871.9550426739515
Order_No_6400,899.5452699541493
Order_No_25920,-77.01615569379646
Order_No_24873,2124.137310184109
Order_No_4511,3380.8302109360884
Order_No_13686,3598.0883554528846
Order_No_19317,2743.838519613637
Order_No_2680,1352.1134041082478
Order_No_7097,-40.2639610955448
Order_No_22701,2629.580406637724
Order_No_4881,3827.768713932339
Order_No_6340,1247.2667727599328
Order_No_27915,1152.9307035829625
Order_No_768,1570.2110680000187
Order_No_28256,2103.7084643319104
Order_No_16940,1729.49808164547
Order_No_4860,1683.6254065904286
Order_No_19055,1415.1241850320075
Order_No_21272,1995.9868028247292
Order_No_2131,2075.987376912446
Order_No_26647,40.718140311480965
Order_No_15717,2173.897094715292
Order_No_7499,-362.2667361245258
Order_No_19277,1566.4732612971202
Order_No_21254,5185.1602315925775
Order_No_15403,1762.5944848273357
Order_No_3402,6.5684505905082915
Order_No_20766,958.8956326378175
Order_No_14859,-1331.8008215527952
Order_No_7290,2834.808996254389
Order_No_15168,1103.4922633474343
Order_No_13427,2610.959431119227
Order_No_20894,1321.7664518632519
Order_No_10827,-153.9289899990472
Order_No_9447,2612.6980910474886
Order_No_15217,636.8669072436169
Order_No_2361,2050.6629890021795
Order_No_12210,-475.93705451585265
Order_No_15207,2796.675420888663
Order_No_27745,1534.569002021737
Order_No_18450,851.8016132877601
Order_No_21282,1631.6773367625792
Order_No_2842,1512.7975022111932
Order_No_22280,1482.9353034498927
Order_No_15535,120.52678749328334
Order_No_382,489.554954491221
Order_No_21070,2138.687583767707
Order_No_2603,3369.255279812882
Order_No_16558,1531.448669782345
Order_No_24712,1337.8280024304622
Order_No_26578,2709.8418092516877
Order_No_21638,1428.9683690407983
Order_No_22046,705.9290314635873
Order_No_23183,3064.2846453867896
Order_No_1786,3873.468971408962
Order_No_17033,1961.5321037956674
Order_No_6084,1888.8054482131338
Order_No_5317,3298.8223194873863
Order_No_15332,1146.8986543957872
Order_No_1199,454.8562575830074
Order_No_21864,3645.0844893886315
Order_No_611,661.299264796864
Order_No_18430,-101.39505613840447
Order_No_8474,2381.7059328053874
Order_No_6339,2032.6400071703683
Order_No_14947,2164.6597576753047
Order_No_16077,2432.291125710268
Order_No_21778,1132.1267667264765
Order_No_19143,2254.0766600167844
Order_No_25000,2945.032880797371
Order_No_340,948.7076456762079
Order_No_8955,388.1364703111103
Order_No_6197,2589.8821705494047
Order_No_1974,3518.80968638177
Order_No_22457,1078.7172250725562
Order_No_24241,2846.862657417303
Order_No_23433,3006.398906772978
Order_No_21373,2011.38062387416
Order_No_15311,3906.7779142091604
Order_No_12748,3585.47851931514
Order_No_11668,1959.5318344604457
Order_No_9978,3089.6505617712974
Order_No_17127,876.66962829353
Order_No_14906,4528.695228816156
Order_No_19354,2842.3783425474103
Order_No_15209,1077.6579703764
Order_No_12025,1241.721379947412
Order_No_26437,1932.0751220827442
Order_No_4137,1805.6050788199354
Order_No_12169,3457.9341431120047
Order_No_104,-451.1805670712274
Order_No_2403,-280.7558265937696
Order_No_8736,-655.5921441393439
Order_No_15145,1442.442393601028
Order_No_25380,3807.3753257689677
Order_No_7545,4682.355894135704
Order_No_14573,4001.8295190409553
Order_No_24305,2303.6292775173206
Order_No_23769,319.1877327813054
Order_No_23205,2567.5192725406887
Order_No_20815,2062.7736435381157
Order_No_8308,1725.862563395276
Order_No_20121,2101.4925282902113
Order_No_20598,4014.0325516908706
Order_No_2574,3221.863990896716
Order_No_1601,2969.1864833023064
Order_No_19084,-996.978280331823
Order_No_23351,975.8554635571854
Order_No_17426,2239.374330210354
Order_No_3798,1633.52287240242
Order_No_20354,4685.198182770262
Order_No_24096,4048.30202279261
Order_No_21215,3806.639896246328
Order_No_16573,1065.853546208913
Order_No_6731,420.69266104893904
Order_No_3166,2027.678796375032
Order_No_18679,4309.522346074584
Order_No_23900,4905.711138098239
Order_No_18436,1290.3051584269779
Order_No_1450,2575.6532087216765
Order_No_9797,1882.5603727647103
Order_No_21124,589.2313575231747
Order_No_27808,2684.7246468509766
Order_No_15877,1739.54072025192
Order_No_14360,1581.2230845846207
Order_No_6247,523.0611634849702
Order_No_1823,1879.429877684437
Order_No_8264,877.3288081748324
Order_No_4106,3893.5287385895426
Order_No_2288,-523.3126051406944
Order_No_26162,1271.2181724445472
Order_No_16072,846.9612337446379
Order_No_24205,-890.9658395605511
Order_No_3870,1511.126341891999
Order_No_7297,4201.097661971522
Order_No_26757,2741.9832051870544
Order_No_27741,1337.1526711776387
Order_No_15767,2920.2970313328988
Order_No_11781,2250.8277755454765
Order_No_8813,1496.0589416567236
Order_No_19702,4534.075645273762
Order_No_6457,1750.440166488981
Order_No_6180,4220.438912839942
Order_No_9305,2525.4472443997
Order_No_16992,2828.902421271945
Order_No_5873,1597.4129385995402
Order_No_14553,1463.2711820678815
Order_No_4007,3970.5144259265144
Order_No_13713,543.5903563938264
Order_No_20690,-506.4288561259018
Order_No_27131,2224.0948222282896
Order_No_17404,2754.743349277196
Order_No_1121,1811.0644033100907
Order_No_10915,-638.6373347942572
Order_No_7190,2452.329584109284
Order_No_26054,852.2603509405744
Order_No_19459,-639.5805524113312
Order_No_11439,3043.6477713852873
Order_No_24422,902.522480706728
Order_No_10627,4002.7156942611546
Order_No_9507,3907.9972136263386
Order_No_9063,4246.918020135643
Order_No_15612,438.0869979811032
Order_No_20974,3931.1540444218626
Order_No_7106,3453.2650310483295
Order_No_21900,449.77480077854125
